5;1.961851
2;1.961971
2;1.962022
12;1.962073
6;1.962846
13;1.962949
13;1.963006
16;1.963058
17;1.963112
19;1.963720
20;1.963795
19;1.963849
20;1.963899
17;1.964709
16;1.964785
12;1.964840
9;1.964882
6;1.964923
6;1.964966
4;1.965694
5;1.965759
6;1.965805
3;1.965847
5;1.965888
4;1.966705
3;1.966771
4;1.966817
46;1.969707
204;1.969789
429;1.969851
660;1.970755
845;1.970837
983;1.970898
1023;1.970965
1023;1.971760
1023;1.971848
1023;1.971917
1023;1.972743
1016;1.972830
986;1.972890
968;1.972947
949;1.973701
929;1.973822
910;1.973938
892;1.974004
874;1.974732
856;1.974813
838;1.974873
821;1.974930
804;1.975728
788;1.975807
772;1.975867
757;1.975923
742;1.976732
728;1.976812
713;1.976871
699;1.976928
685;1.977731
671;1.977809
659;1.977870
646;1.977926
634;1.978722
622;1.978802
610;1.978863
599;1.978920
587;1.979752
576;1.979831
565;1.979891
555;1.979947
544;1.980733
534;1.980813
525;1.980874
515;1.980930
505;1.981717
496;1.981797
487;1.981856
478;1.981913
469;1.982723
461;1.982802
452;1.982862
444;1.982919
436;1.983739
428;1.983819
420;1.983889
413;1.983947
405;1.984729
398;1.984808
391;1.984868
384;1.984925
377;1.985734
371;1.985814
364;1.985874
358;1.985931
352;1.986686
346;1.986740
340;1.986780
334;1.986819
328;1.987688
322;1.987741
317;1.987782
312;1.987823
307;1.988686
301;1.988741
296;1.988782
291;1.988823
287;1.989698
282;1.989751
277;1.989792
272;1.989831
268;1.990685
263;1.990739
259;1.990780
255;1.990819
251;1.991685
247;1.991741
242;1.991781
238;1.991819
235;1.992677
231;1.992724
227;1.992762
224;1.992796
220;1.993674
217;1.993728
213;1.993769
210;1.993807
206;1.994684
203;1.994738
200;1.994780
197;1.994819
194;1.995673
191;1.995728
188;1.995770
185;1.995809
182;1.996682
179;1.996736
176;1.996777
174;1.996815
171;1.997699
168;1.997753
166;1.997794
163;1.997832
161;1.998674
158;1.998728
156;1.998769
154;1.998807
151;1.999673
149;1.999726
147;1.999767
144;1.999805
142;2.000687
140;2.000741
138;2.000782
136;2.000820
134;2.001674
132;2.001729
130;2.001770
128;2.001812
126;2.002673
124;2.002728
122;2.002769
120;2.002807
118;2.003699
116;2.003753
115;2.003794
113;2.003832
111;2.004683
109;2.004737
108;2.004783
106;2.004822
105;2.005674
103;2.005729
102;2.005769
100;2.005810
99;2.006669
98;2.006719
97;2.006754
95;2.006788
94;2.006823
93;2.007665
92;2.007715
91;2.007751
90;2.007786
89;2.008673
87;2.008723
86;2.008759
85;2.008793
84;2.008828
83;2.009682
82;2.009732
81;2.009768
80;2.009803
79;2.009836
78;2.010665
77;2.010715
76;2.010751
75;2.010787
74;2.011667
74;2.011716
73;2.011751
72;2.011787
71;2.011820
70;2.012679
69;2.012728
68;2.012764
68;2.012797
67;2.013668
66;2.013716
66;2.013752
65;2.013787
65;2.013820
65;2.014668
65;2.014718
64;2.014753
64;2.014787
65;2.014822
64;2.015665
64;2.015713
65;2.015749
66;2.015784
68;2.016668
69;2.016718
69;2.016754
70;2.016787
70;2.016822
69;2.017682
69;2.017732
69;2.017767
68;2.017802
67;2.017835
67;2.018666
66;2.018716
65;2.018752
64;2.018785
63;2.019690
62;2.019742
60;2.019778
60;2.019812
59;2.019845
57;2.020668
57;2.020717
56;2.020753
55;2.020789
54;2.021667
53;2.021721
52;2.021763
52;2.021821
51;2.021867
50;2.022671
49;2.022720
49;2.022756
48;2.022789
47;2.022830
46;2.023664
46;2.023714
45;2.023749
45;2.023784
44;2.024666
43;2.024715
43;2.024750
42;2.024783
42;2.024817
41;2.025698
40;2.025747
40;2.025784
39;2.025816
39;2.025851
38;2.026643
38;2.026681
37;2.026714
37;2.026747
36;2.027642
36;2.027678
35;2.027711
35;2.027746
34;2.027778
33;2.028644
34;2.028681
33;2.028715
33;2.028750
32;2.029652
32;2.029704
32;2.029741
31;2.029775
31;2.029809
31;2.030667
30;2.030717
30;2.030752
30;2.030785
29;2.030817
29;2.031685
29;2.031734
28;2.031770
28;2.031803
27;2.032712
27;2.032762
27;2.032797
26;2.032830
26;2.032865
26;2.033686
25;2.033734
25;2.033770
25;2.033803
25;2.033836
24;2.034670
24;2.034719
23;2.034755
23;2.034788
23;2.035671
23;2.035719
22;2.035754
22;2.035788
22;2.035823
21;2.036683
21;2.036733
21;2.036769
20;2.036803
20;2.036838
20;2.037680
20;2.037730
19;2.037768
19;2.037802
19;2.038683
19;2.038732
18;2.038769
18;2.038805
18;2.038838
18;2.039665
18;2.039715
18;2.039753
17;2.039787
17;2.040665
17;2.040714
17;2.040749
16;2.040782
16;2.040814
16;2.041665
16;2.041714
16;2.041749
16;2.041784
15;2.041817
15;2.042676
15;2.042724
15;2.042760
15;2.042794
15;2.043668
14;2.043718
14;2.043753
14;2.043788
14;2.043822
13;2.044673
14;2.044722
14;2.044759
13;2.044794
13;2.044828
14;2.045662
13;2.045713
13;2.045750
13;2.045784
13;2.046690
13;2.046739
13;2.046774
13;2.046809
13;2.046843
12;2.047675
12;2.047724
12;2.047759
12;2.047792
12;2.048668
12;2.048718
12;2.048753
12;2.048787
12;2.048821
12;2.049674
11;2.049725
11;2.049760
11;2.049793
11;2.049828
11;2.050677
11;2.050727
10;2.050769
10;2.050796
10;2.051665
10;2.051707
10;2.051739
10;2.051787
10;2.051824
9;2.052664
9;2.052699
10;2.052740
9;2.052786
9;2.052816
9;2.053675
9;2.053719
9;2.053752
9;2.053780
8;2.053809
9;2.053837
8;2.054663
8;2.054708
8;2.054740
8;2.054768
8;2.054795
8;2.054824
8;2.055637
8;2.055669
8;2.055696
8;2.055726
8;2.055753
8;2.056661
8;2.056705
8;2.056734
8;2.056765
7;2.056792
7;2.056821
7;2.057662
7;2.057707
7;2.057740
7;2.057768
7;2.057796
7;2.057830
7;2.058659
7;2.058704
7;2.058736
7;2.058766
7;2.058794
7;2.059659
7;2.059705
6;2.059736
6;2.059766
7;2.059795
6;2.059824
6;2.060659
6;2.060704
6;2.060736
6;2.060765
6;2.060793
6;2.060820
7;2.061657
6;2.061702
6;2.061733
6;2.061764
6;2.061791
6;2.062662
6;2.062707
6;2.062737
6;2.062766
6;2.062794
6;2.062823
6;2.063660
6;2.063704
6;2.063737
6;2.063766
6;2.063794
6;2.064654
6;2.064701
6;2.064734
6;2.064763
6;2.064792
6;2.064820
6;2.065660
6;2.065706
6;2.065739
6;2.065768
5;2.065797
5;2.065825
5;2.066660
5;2.066705
5;2.066738
5;2.066767
6;2.066795
5;2.067652
5;2.067698
5;2.067730
5;2.067760
5;2.067788
5;2.067816
5;2.068660
5;2.068705
5;2.068736
5;2.068766
5;2.068794
4;2.068821
4;2.069650
4;2.069695
4;2.069726
4;2.069757
4;2.069785
4;2.070626
4;2.070657
4;2.070684
4;2.070711
4;2.070738
4;2.070765
4;2.071659
4;2.071703
4;2.071735
4;2.071764
4;2.071793
4;2.071821
3;2.072665
4;2.072709
4;2.072742
4;2.072771
3;2.072805
4;2.073659
4;2.073704
4;2.073735
3;2.073764
3;2.073793
3;2.073821
3;2.074661
3;2.074705
3;2.074736
3;2.074766
3;2.074795
3;2.074823
3;2.075657
3;2.075702
3;2.075733
3;2.075763
3;2.075792
3;2.076660
3;2.076705
3;2.076736
3;2.076765
3;2.076794
3;2.076822
2;2.077659
3;2.077705
3;2.077736
3;2.077766
3;2.077795
3;2.077824
3;2.078659
3;2.078704
3;2.078736
3;2.078766
3;2.078794
3;2.079665
3;2.079710
3;2.079741
3;2.079768
3;2.079804
3;2.079840
3;2.080643
3;2.080681
3;2.080716
3;2.080748
3;2.080782
3;2.080814
3;2.081623
3;2.081653
3;2.081680
3;2.081706
3;2.081733
3;2.082628
3;2.082660
3;2.082688
3;2.082716
3;2.082743
3;2.082770
3;2.083624
3;2.083654
3;2.083681
3;2.083709
3;2.083736
3;2.084621
3;2.084650
3;2.084678
2;2.084706
2;2.084734
2;2.084762
2;2.085627
2;2.085658
2;2.085685
2;2.085712
2;2.085740
2;2.085768
2;2.086656
2;2.086687
2;2.086714
2;2.086742
2;2.086769
2;2.087621
2;2.087652
2;2.087680
2;2.087707
2;2.087740
2;2.087768
2;2.088628
2;2.088658
2;2.088685
2;2.088712
2;2.088738
2;2.088767
2;2.089623
2;2.089654
2;2.089681
2;2.089710
2;2.090621
2;2.090653
2;2.090682
2;2.091620
2;2.091652
2;2.091679
2;2.095619
2;2.096638
2;2.096668
2;2.096695
2;2.096722
2;2.096749
2;2.097623
2;2.097655
2;2.097682
2;2.097709
2;2.097737
2;2.097764
2;2.098628
2;2.098659
2;2.098688
2;2.098715
2;2.098743
2;2.098771
2;2.099622
2;2.099653
2;2.099680
2;2.100616
7;2.711849
17;2.711957
34;2.712870
44;2.712978
48;2.713037
50;2.713089
51;2.713140
47;2.713729
48;2.713808
50;2.713869
43;2.713922
44;2.714723
45;2.714800
41;2.714856
40;2.714907
41;2.714958
40;2.715746
40;2.715823
41;2.715879
40;2.715931
38;2.716706
38;2.716786
37;2.716842
36;2.716894
36;2.716945
36;2.717726
36;2.717803
36;2.717858
35;2.717909
35;2.717964
34;2.718726
34;2.718802
33;2.718857
32;2.718909
33;2.719725
32;2.719803
32;2.719859
31;2.719912
31;2.719963
30;2.720721
30;2.720797
29;2.720851
28;2.720902
28;2.720958
27;2.721705
27;2.721781
27;2.721836
27;2.721887
26;2.722707
26;2.722784
25;2.722840
25;2.722892
24;2.722945
24;2.723732
23;2.723857
23;2.723954
23;2.724015
22;2.724689
22;2.724770
22;2.724828
21;2.724880
21;2.724932
21;2.725707
20;2.725786
20;2.725842
20;2.725995
19;2.726061
19;2.726780
19;2.726969
18;2.727113
18;2.727252
18;2.727801
17;2.727974
17;2.728121
17;2.728257
17;2.728387
16;2.728717
16;2.728855
16;2.728987
16;2.729114
15;2.729238
15;2.729693
15;2.729826
15;2.729954
15;2.730075
14;2.730698
14;2.730834
14;2.730960
14;2.731087
13;2.731206
13;2.731694
13;2.731827
13;2.731959
12;2.732079
12;2.732706
12;2.732842
12;2.732976
12;2.733093
11;2.733222
11;2.733706
11;2.733839
11;2.733968
11;2.734100
10;2.734219
10;2.734707
10;2.734843
10;2.734969
10;2.735094
9;2.735208
10;2.735707
9;2.735824
9;2.735938
9;2.736034
9;2.736149
8;2.736690
8;2.736807
8;2.736920
8;2.737027
8;2.737135
8;2.737243
8;2.737691
8;2.737806
7;2.737925
7;2.738044
7;2.738160
7;2.738702
7;2.738806
7;2.738900
7;2.738984
7;2.739060
7;2.739137
6;2.739676
6;2.739773
6;2.739851
6;2.739932
6;2.740009
6;2.740087
6;2.740671
6;2.740759
6;2.740839
6;2.740920
6;2.740985
6;2.741670
5;2.741750
5;2.741831
5;2.741906
5;2.741987
5;2.742064
5;2.742684
5;2.742735
5;2.742787
5;2.742836
5;2.742886
4;2.742939
4;2.743642
4;2.743696
4;2.743747
4;2.743798
4;2.743848
4;2.744636
4;2.744684
4;2.744736
4;2.744787
3;2.744838
3;2.744888
3;2.745647
3;2.745696
3;2.745747
3;2.745796
4;2.745845
3;2.746641
3;2.746695
3;2.746747
3;2.746793
3;2.746844
3;2.746894
4;2.747635
3;2.747684
3;2.747736
3;2.747786
3;2.747837
3;2.747887
3;2.748633
3;2.748686
3;2.748737
3;2.748786
3;2.748832
3;2.749649
3;2.749697
3;2.749749
3;2.749798
3;2.749847
3;2.749899
2;2.750638
3;2.750694
3;2.750745
2;2.750795
3;2.750846
2;2.750891
2;2.751635
2;2.751683
2;2.751734
2;2.751783
2;2.751832
2;2.752636
2;2.752689
2;2.752739
2;2.752789
2;2.752839
2;2.752889
2;2.753625
21;2.786797
122;2.786884
251;2.786957
373;2.787838
469;2.787929
539;2.788001
591;2.788059
620;2.788694
629;2.788757
611;2.788817
600;2.788875
582;2.789688
487;2.789748
479;2.789806
471;2.789864
463;2.790665
455;2.790726
449;2.790784
441;2.790841
434;2.791663
427;2.791723
421;2.791780
414;2.791837
408;2.792688
401;2.792748
395;2.792806
389;2.792863
384;2.793663
378;2.793724
372;2.793782
366;2.793839
361;2.794664
355;2.794724
350;2.794780
344;2.794838
339;2.795663
334;2.795722
329;2.795779
324;2.795836
319;2.796662
314;2.796722
309;2.796780
304;2.796837
300;2.797687
295;2.797747
290;2.797804
286;2.797861
282;2.798688
277;2.798748
273;2.798805
269;2.798862
265;2.799663
261;2.799723
257;2.799789
253;2.799860
249;2.800699
245;2.800775
241;2.800836
238;2.800897
234;2.801668
231;2.801731
227;2.801787
223;2.801848
220;2.802666
216;2.802718
213;2.802767
210;2.802812
207;2.803700
203;2.803758
200;2.803814
197;2.803870
194;2.804651
191;2.804708
188;2.804765
185;2.804820
182;2.805655
179;2.805713
177;2.805769
174;2.805824
171;2.806657
169;2.806715
166;2.806771
164;2.806826
161;2.807656
159;2.807713
156;2.807768
154;2.807822
152;2.808692
149;2.808751
147;2.808806
145;2.808860
143;2.809665
140;2.809721
138;2.809778
136;2.809834
134;2.810647
132;2.810704
130;2.810760
129;2.810815
127;2.811644
125;2.811701
123;2.811756
121;2.811810
120;2.812667
118;2.812724
116;2.812780
114;2.812835
113;2.813661
111;2.813719
109;2.813775
108;2.813830
106;2.814649
105;2.814706
103;2.814761
102;2.814816
100;2.815660
99;2.815712
98;2.815762
97;2.815811
95;2.816644
94;2.816696
93;2.816746
92;2.816796
91;2.816845
90;2.817643
88;2.817696
87;2.817745
86;2.817796
85;2.817845
83;2.818650
82;2.818703
81;2.818752
80;2.818802
79;2.819642
78;2.819695
77;2.819744
76;2.819794
75;2.819844
74;2.820643
73;2.820696
72;2.820746
71;2.820795
70;2.820844
69;2.821654
68;2.821706
68;2.821756
67;2.821805
66;2.822654
65;2.822706
64;2.822755
64;2.822805
63;2.822855
62;2.823650
61;2.823702
61;2.823753
60;2.823802
59;2.823851
59;2.824640
58;2.824692
57;2.824743
56;2.824792
56;2.825655
55;2.825707
54;2.825757
53;2.825808
53;2.825857
52;2.826641
51;2.826693
51;2.826743
50;2.826793
50;2.827643
49;2.827695
48;2.827746
48;2.827795
47;2.827844
46;2.828652
